iter	RMSE
285	7939.901574
286	7935.543708
287	7932.130749
288	7928.003725
289	7924.400313
290	7920.417152
291	7916.829206
292	7913.377989
293	7909.80969
294	7905.887325
295	7902.174279
296	7898.661315
297	7894.789642
298	7890.955115
299	7887.404259
300	7883.720837
301	7879.687495
302	7876.062523
303	7872.250777
304	7869.064104
305	7865.642934
306	7862.192357
307	7858.247525
308	7855.395355
309	7851.539369
310	7847.743371
311	7844.144965
312	7840.650568
313	7836.912897
314	7833.269369
315	7829.851504
316	7826.999196
317	7823.768583
318	7820.132312
319	7816.608531
320	7812.831069
321	7809.091309
322	7805.470163
323	7802.055268
324	7798.458665
325	7794.803022
326	7791.195946
327	7787.392363
328	7783.814116
329	7779.926656
330	7776.176405
331	7772.620689
332	7769.424795
333	7765.828514
334	7762.081316
335	7758.379224
336	7754.438527
337	7750.686777
338	7747.498523
339	7743.963585
340	7740.655789
341	7737.254334
342	7733.901334
343	7730.730071
344	7726.939724
345	7724.009484
346	7720.639067
347	7717.696752
348	7713.920166
349	7710.746173
350	7707.025242
351	7703.832261
352	7700.805283
353	7697.702232
354	7694.271374
355	7691.212369
356	7687.756658
357	7684.693833
358	7681.202093
359	7677.8922
360	7674.503732
361	7671.095474
362	7667.390716
363	7664.204899
364	7660.689513
365	7657.637524
366	7654.090789
367	7651.185137
368	7647.811387
369	7645.095125
370	7642.208631
371	7639.324146
372	7635.984508
373	7632.979243
374	7629.264196
375	7626.168746
376	7622.984705
377	7620.200969
378	7617.622362
379	7614.215765
380	7611.494881
381	7609.058445
382	7606.04669
383	7604.022145
384	7601.739456
385	7598.713192
386	7595.540032
387	7592.532198
388	7589.216628
389	7586.737598
390	7583.327663
391	7579.919007
392	7576.412582
393	7572.84421
394	7569.471997
395	7566.297637
396	7563.062164
397	7560.067326
398	7557.002977
399	7554.015779
400	7550.744763
401	7547.444974
402	7543.712745
403	7540.227953
404	7536.792522
405	7533.744478
406	7529.888939
407	7526.941428
408	7523.743108
409	7520.474998
410	7518.470035
411	7515.577566
412	7511.884548
413	7508.537035
414	7505.487778
415	7502.155167
416	7499.426969
417	7496.482653
418	7493.180412
419	7490.149168
420	7487.319391
421	7483.731052
422	7480.587508
423	7477.734029
424	7474.130001
425	7471.148294
426	7467.785905
427	7464.741932
428	7462.08366
429	7460.157677
430	7456.596353
431	7453.671785
432	7450.60591
433	7448.060433
434	7444.730418
435	7441.057175
436	7438.098725
437	7436.661592
438	7433.999899
439	7430.566188
440	7427.234591
441	7423.969749
442	7420.714295
443	7417.712414
444	7414.999292
445	7411.666584
446	7408.679904
447	7406.222384
448	7403.403365
449	7400.543931
450	7397.833529
451	7394.816103
452	7391.756933
453	7388.905059
454	7385.73476
455	7382.834964
456	7379.855766
457	7376.717031
458	7373.886298
459	7371.306298
460	7367.954238
461	7364.829364
462	7362.517146
463	7360.029128
464	7357.493907
465	7354.008391
466	7350.81011
467	7347.732875
468	7345.089892
469	7342.201776
470	7339.620451
471	7336.90646
472	7334.61917
473	7331.595774
474	7328.378424
475	7326.091911
476	7323.293524
477	7320.226374
478	7319.118581
479	7315.979831
480	7313.308627
481	7310.592513
482	7307.753319
483	7304.783256
484	7303.354074
485	7300.360858
486	7297.67925
487	7294.678688
488	7293.093835
489	7290.360028
490	7287.717288
491	7284.981012
492	7281.691859
493	7278.810784
494	7276.863757
495	7274.2293
496	7270.981877
497	7268.112611
498	7265.248473
499	7263.996739
500	7260.873359
501	7258.411919
502	7255.42737
503	7252.700648
504	7250.362734
505	7247.612091
506	7244.969313
507	7242.436338
508	7239.620742
509	7236.868538
510	7234.926843
511	7231.593522
512	7228.494345
513	7226.333282
514	7223.661349
515	7221.443936
516	7218.738868
517	7217.780178
518	7214.878087
519	7212.38116
520	7209.335303
521	7206.524194
522	7203.791265
523	7201.228852
524	7198.834065
525	7195.834721
526	7192.940135
527	7190.437842
528	7187.545682
529	7184.225086
530	7181.263234
531	7178.218119
532	7175.95812
533	7173.04822
534	7170.633421
535	7167.663767
536	7165.790553
537	7163.761249
538	7160.783962
539	7158.338314
540	7157.212288
541	7154.910055
542	7152.8633
543	7150.135195
544	7147.196351
545	7144.889611
546	7142.374514
547	7139.821448
548	7136.917102
549	7134.423254
550	7131.520732
551	7129.433082
552	7126.778922
553	7124.224283
554	7121.374296
555	7119.245447
556	7116.712049
557	7113.794565
558	7111.286668
559	7108.73447
560	7106.013349
561	7103.408652
562	7102.481116
563	7100.015822
564	7097.007547
565	7093.899186
566	7091.293006
567	7088.881663
568	7085.47468
569	7082.666504
570	7079.984895
571	7078.046969
572	7075.846122
573	7072.894262
574	7069.900019
575	7067.8747
576	7065.808393
577	7062.858081
578	7060.424777
579	7057.912741
580	7055.138703
581	7052.931913
582	7049.799202
583	7046.674028
584	7043.939957
585	7041.844569
586	7038.585271
587	7036.492412
588	7034.625692
589	7032.409627
590	7029.680783
591	7026.810202
